atoll,region,species,nbirds
Orona,Polynesia,Sula_dactylatra,2.0
Pearl_and_Hermes,Polynesia,Sula_dactylatra,585.0
Peros_Banhos,Indian_Ocean,Sula_dactylatra,48.0
Rawaki,Polynesia,Sula_dactylatra,10000.0
Surprise,Melanesia,Sula_dactylatra,250.0
Suwarrow,Polynesia,Sula_dactylatra,42.0
Temoe,Polynesia,Sula_dactylatra,84.0
Tubbataha,Micronesia,Sula_dactylatra,2.0
Wake,Micronesia,Sula_dactylatra,70.0
Clipperton,Polynesia,Sula_granti,4239.0
Atafu,Polynesia,Sula_leucogaster,10.0
Bellona,Melanesia,Sula_leucogaster,2.0
Caroline,Polynesia,Sula_leucogaster,30.0
Clipperton,Polynesia,Sula_leucogaster,15300.0
Enderbury,Polynesia,Sula_leucogaster,2000.0
Fakarava,Polynesia,Sula_leucogaster,146.0
French_Frigate_Shoals,Polynesia,Sula_leucogaster,130.0
Helen,Micronesia,Sula_leucogaster,750.0
Johnston,Polynesia,Sula_leucogaster,1100.0
Kiritimati,Polynesia,Sula_leucogaster,25.0
Laysan,Polynesia,Sula_leucogaster,150.0
Malden,Polynesia,Sula_leucogaster,400.0
Maria,Polynesia,Sula_leucogaster,88.0
Maupihaa,Polynesia,Sula_leucogaster,96.0
McKean,Polynesia,Sula_leucogaster,150.0
Midway,Polynesia,Sula_leucogaster,4.0
Nupani,Melanesia,Sula_leucogaster,100.0
Pearl_and_Hermes,Polynesia,Sula_leucogaster,200.0
Peros_Banhos,Indian_Ocean,Sula_leucogaster,8.0
Rawaki,Polynesia,Sula_leucogaster,460.0
Surprise,Melanesia,Sula_leucogaster,2507.0
Suwarrow,Polynesia,Sula_leucogaster,150.0
Swains,Polynesia,Sula_leucogaster,2.0
Tahanea,Polynesia,Sula_leucogaster,55.0
Temoe,Polynesia,Sula_leucogaster,3.0
Toau,Polynesia,Sula_leucogaster,150.0
Tubbataha,Micronesia,Sula_leucogaster,3800.0
Wake,Micronesia,Sula_leucogaster,300.0
Ahunui,Polynesia,Sula_sula,313.0
Aldabra,Indian_Ocean,Sula_sula,12000.0
Atafu,Polynesia,Sula_sula,1000.0
Bellona,Melanesia,Sula_sula,720.0
Caroline,Polynesia,Sula_sula,4442.0
Clipperton,Polynesia,Sula_sula,293.0
Enderbury,Polynesia,Sula_sula,1000.0
Europa,Indian_Ocean,Sula_sula,9000.0
Fakarava,Polynesia,Sula_sula,143.0
Fangataufa,Polynesia,Sula_sula,100.0
Farquhar,Indian_Ocean,Sula_sula,17552.0
French_Frigate_Shoals,Polynesia,Sula_sula,757.0
Helen,Micronesia,Sula_sula,2500.0
Johnston,Polynesia,Sula_sula,2480.0
Kiritimati,Polynesia,Sula_sula,36000.0
Laysan,Polynesia,Sula_sula,2500.0
Malden,Polynesia,Sula_sula,2000.0
Manra,Polynesia,Sula_sula,100.0
Maria,Polynesia,Sula_sula,397.0
Maupihaa,Polynesia,Sula_sula,263.0
McKean,Polynesia,Sula_sula,100.0
Midway,Polynesia,Sula_sula,950.0
Nikumaroro,Polynesia,Sula_sula,400.0
Nupani,Melanesia,Sula_sula,200.0
Orona,Polynesia,Sula_sula,1000.0
Paraoa,Polynesia,Sula_sula,72.0
Pearl_and_Hermes,Polynesia,Sula_sula,200.0
Peros_Banhos,Indian_Ocean,Sula_sula,2724.0
Rawaki,Polynesia,Sula_sula,6000.0
Reitoru,Polynesia,Sula_sula,612.0
Surprise,Melanesia,Sula_sula,3355.0
Suwarrow,Polynesia,Sula_sula,1782.0
Swains,Polynesia,Sula_sula,864.0
Tahanea,Polynesia,Sula_sula,175.0
Temoe,Polynesia,Sula_sula,450.0
Toau,Polynesia,Sula_sula,500.0
Tubbataha,Micronesia,Sula_sula,422.0
Vahanga,Polynesia,Sula_sula,100.0
Wake,Micronesia,Sula_sula,3000.0
Abemama,Micronesia,Anous_stolidus,177.01010470442884
Addu,Indian_Ocean,Anous_stolidus,590.4417574977646
Ahe,Polynesia,Anous_stolidus,211.26189050048583
Ailinginae,Micronesia,Anous_stolidus,168.8583759482771
Ailuk,Micronesia,Anous_stolidus,481.6298678897412
Anaa,Polynesia,Anous_stolidus,610.8061657851532
Ant,Micronesia,Anous_stolidus,7.484244874926744
Anuanuraro,Polynesia,Anous_stolidus,369.04101402016806
Anuanurunga,Polynesia,Anous_stolidus,307.5620604838632
Apataki,Polynesia,Anous_stolidus,341.51300751366307
Aranuka,Micronesia,Anous_stolidus,155.46329450654994
Aratika,Polynesia,Anous_stolidus,262.282537366332
