"","PC1","PC2","PC3","PC4","PC5","PC6","atoll","region","species","presence","cond"
"5444",-0.621722735929386,-0.130166687310837,0.647425729316017,-0.00796044436458278,-0.167697197514852,0.0665706446367254,"Rose","Polynesia","Gygis_alba",TRUE,"\w+"
"5445",-0.621722735929386,-0.130166687310837,0.647425729316017,-0.00796044436458278,-0.167697197514852,0.0665706446367254,"Rose","Polynesia","Onychoprion_fuscatus",TRUE,"\w+"
"5446",-0.621722735929386,-0.130166687310837,0.647425729316017,-0.00796044436458278,-0.167697197514852,0.0665706446367254,"Rose","Polynesia","Onychoprion_lunatus",TRUE,"Melanesia|Micronesia|Polynesia"
"5447",-0.621722735929386,-0.130166687310837,0.647425729316017,-0.00796044436458278,-0.167697197514852,0.0665706446367254,"Rose","Polynesia","Onychoprion_anaethetus",FALSE,"Indian_Ocean|Melanesia"
"5448",-0.621722735929386,-0.130166687310837,0.647425729316017,-0.00796044436458278,-0.167697197514852,0.0665706446367254,"Rose","Polynesia","Sternula_nereis",FALSE,"Melanesia"
"5449",-0.621722735929386,-0.130166687310837,0.647425729316017,-0.00796044436458278,-0.167697197514852,0.0665706446367254,"Rose","Polynesia","Sternula_saundersi",FALSE,"Indian_Ocean"
"5450",-0.621722735929386,-0.130166687310837,0.647425729316017,-0.00796044436458278,-0.167697197514852,0.0665706446367254,"Rose","Polynesia","Hydroprogne_caspia",FALSE,"Indian_Ocean|Melanesia"
"5451",-0.621722735929386,-0.130166687310837,0.647425729316017,-0.00796044436458278,-0.167697197514852,0.0665706446367254,"Rose","Polynesia","Sterna_dougallii",FALSE,"Indian_Ocean|Melanesia"
"5452",-0.621722735929386,-0.130166687310837,0.647425729316017,-0.00796044436458278,-0.167697197514852,0.0665706446367254,"Rose","Polynesia","Sterna_sumatrana",FALSE,"Indian_Ocean|Melanesia|Micronesia"
"5453",-0.621722735929386,-0.130166687310837,0.647425729316017,-0.00796044436458278,-0.167697197514852,0.0665706446367254,"Rose","Polynesia","Thalasseus_bergii",FALSE,"\w+"
"5454",-0.621722735929386,-0.130166687310837,0.647425729316017,-0.00796044436458278,-0.167697197514852,0.0665706446367254,"Rose","Polynesia","Thalasseus_bengalensis",FALSE,"Indian_Ocean"
"5455",-0.621722735929386,-0.130166687310837,0.647425729316017,-0.00796044436458278,-0.167697197514852,0.0665706446367254,"Rose","Polynesia","Phaethon_lepturus",TRUE,"\w+"
"5456",-0.621722735929386,-0.130166687310837,0.647425729316017,-0.00796044436458278,-0.167697197514852,0.0665706446367254,"Rose","Polynesia","Phaethon_rubricauda",TRUE,"\w+"
"5457",-0.621722735929386,-0.130166687310837,0.647425729316017,-0.00796044436458278,-0.167697197514852,0.0665706446367254,"Rose","Polynesia","Phoebastria_immutabilis",FALSE,"\d"
"5458",-0.621722735929386,-0.130166687310837,0.647425729316017,-0.00796044436458278,-0.167697197514852,0.0665706446367254,"Rose","Polynesia","Phoebastria_nigripes",FALSE,"\d"
"5459",-0.621722735929386,-0.130166687310837,0.647425729316017,-0.00796044436458278,-0.167697197514852,0.0665706446367254,"Rose","Polynesia","Phoebastria_albatrus",FALSE,"\d"
"5460",-0.621722735929386,-0.130166687310837,0.647425729316017,-0.00796044436458278,-0.167697197514852,0.0665706446367254,"Rose","Polynesia","Nesofregetta_fuliginosa",FALSE,"\d"
"5461",-0.621722735929386,-0.130166687310837,0.647425729316017,-0.00796044436458278,-0.167697197514852,0.0665706446367254,"Rose","Polynesia","Hydrobates_tristrami",FALSE,"\d"
"5462",-0.621722735929386,-0.130166687310837,0.647425729316017,-0.00796044436458278,-0.167697197514852,0.0665706446367254,"Rose","Polynesia","Pterodroma_neglecta",FALSE,"\d"
"5463",-0.621722735929386,-0.130166687310837,0.647425729316017,-0.00796044436458278,-0.167697197514852,0.0665706446367254,"Rose","Polynesia","Pterodroma_heraldica",FALSE,"Polynesia|Melanesia"
"5464",-0.621722735929386,-0.130166687310837,0.647425729316017,-0.00796044436458278,-0.167697197514852,0.0665706446367254,"Rose","Polynesia","Pterodroma_ultima",FALSE,"\d"
"5465",-0.621722735929386,-0.130166687310837,0.647425729316017,-0.00796044436458278,-0.167697197514852,0.0665706446367254,"Rose","Polynesia","Pterodroma_hypoleuca",FALSE,"\d"
"5466",-0.621722735929386,-0.130166687310837,0.647425729316017,-0.00796044436458278,-0.167697197514852,0.0665706446367254,"Rose","Polynesia","Pterodroma_alba",FALSE,"\d"
"5467",-0.621722735929386,-0.130166687310837,0.647425729316017,-0.00796044436458278,-0.167697197514852,0.0665706446367254,"Rose","Polynesia","Bulweria_bulwerii",FALSE,"\d"
"5468",-0.621722735929386,-0.130166687310837,0.647425729316017,-0.00796044436458278,-0.167697197514852,0.0665706446367254,"Rose","Polynesia","Ardenna_pacifica",FALSE,"\w+"
"5469",-0.621722735929386,-0.130166687310837,0.647425729316017,-0.00796044436458278,-0.167697197514852,0.0665706446367254,"Rose","Polynesia","Puffinus_nativitatis",FALSE,"Polynesia|Micronesia"
"5470",-0.621722735929386,-0.130166687310837,0.647425729316017,-0.00796044436458278,-0.167697197514852,0.0665706446367254,"Rose","Polynesia","Puffinus_bailloni",FALSE,"\w+"
