"","atoll","Anous_stolidus","Anous_minutus","Anous_tenuirostris","Anous_ceruleus","Gygis_alba","Onychoprion_fuscatus","Onychoprion_lunatus","Onychoprion_anaethetus","Sternula_nereis","Sternula_saundersi","Hydroprogne_caspia","Sterna_dougallii","Sterna_sumatrana","Thalasseus_bergii","Thalasseus_bengalensis","Phaethon_lepturus","Phaethon_rubricauda","Phoebastria_immutabilis","Phoebastria_nigripes","Phoebastria_albatrus","Nesofregetta_fuliginosa","Hydrobates_tristrami","Pterodroma_neglecta","Pterodroma_heraldica","Pterodroma_ultima","Pterodroma_hypoleuca","Pterodroma_alba","Bulweria_bulwerii","Ardenna_pacifica","Puffinus_nativitatis","Puffinus_bailloni","Fregata_ariel","Fregata_minor","Sula_dactylatra","Sula_granti","Sula_leucogaster","Sula_sula","PC1","PC2","PC3","PC4","PC5","PC6","region","species","presence"
"172","Temitangi",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40722738084332,0.906826699990167,-0.957593709691028,-0.646930694056887,-0.645360593673534,0.2094382541501,"Polynesia","Anous_stolidus",1
"173","Temoe",1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1.80073458957116,1.10145485246211,-0.0366172993235697,0.951993860076531,0.272197385903868,-0.58761285620707,"Polynesia","Anous_stolidus",1
"174","Tenararo",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1.59104195572075,0.851598064309139,0.439009958605552,1.07637720000828,1.86931972697228,0.583131939134602,"Polynesia","Anous_stolidus",1
"175","Teraina",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,-1.25208552076154,0.65144212451477,1.54653051137454,-0.368754541512616,-1.66063144259805,0.823303141007469,"Polynesia","Anous_stolidus",1
"176","Tetiaroa",1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0.276506394806593,0.388009006638117,-0.124686032984153,1.81598900521202,-0.61121104739064,-1.12546594497951,"Polynesia","Anous_stolidus",1
"177","Tikehau",1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.646540778825366,0.940879230255461,-1.42002126938819,0.59054892716104,0.937588525707355,-1.35507605432839,"Polynesia","Anous_stolidus",1
"178","Toau",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,-0.507459366795884,1.05388127307113,-0.779298221502891,0.454128449895292,0.766276915767868,-1.18698493625789,"Polynesia","Anous_stolidus",1
"179","Tongareva",1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,-0.629515807106817,1.00409443351828,-0.0491440826551054,-0.010480595139238,-1.95986654244072,-0.276618179720938,"Polynesia","Anous_stolidus",1
"180","Tubbataha",1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.408184413239706,-1.89914882115179,0.488690924972546,-0.784454211925779,-1.14366683135964,0.245941339269937,"Micronesia","Anous_stolidus",1
"181","Tupai",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.848087083621476,0.182877513256216,0.378564439034182,1.51739871686372,-0.378771945629981,-2.50570572508042,"Polynesia","Anous_stolidus",1
"182","Tureia",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12267721875269,1.19423075560713,-0.84536446891782,0.236667013985482,0.119434184658512,0.854148995391778,"Polynesia","Anous_stolidus",1
"183","Ujae",1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.426173469190222,-0.592521916983772,-0.823191960776032,-0.59414301143926,-0.364864211932618,-0.0696482231909486,"Micronesia","Anous_stolidus",1
"184","Ujelang",1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.841329291877386,-0.234938689529664,-0.273503895989166,-0.513046069216685,-0.876419422241951,-0.789168698227467,"Micronesia","Anous_stolidus",1
"185","Ulithi",1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.69370419588944,-1.77848072535282,-2.00333191216246,-0.755795038207486,0.135361407312405,-1.49737625028713,"Micronesia","Anous_stolidus",1
"186","Utirik",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263567553697488,0.241752576244718,-0.40537525920611,-0.110321619709821,1.286462563775,1.34659211107114,"Micronesia","Anous_stolidus",0
"187","Vahanga",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.44332780616313,1.0815097174939,0.0118529664060958,1.11147228346545,1.90055166191441,0.482218604276012,"Polynesia","Anous_stolidus",1
"188","Vairaatea",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36310984259967,0.875537056041505,0.0187328814189796,-0.208212806679039,-0.0802489806309622,0.381630533082913,"Polynesia","Anous_stolidus",1
"189","Vaitupu",1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.665755596727123,0.384796195805734,0.781487863166998,1.43538620433089,-1.56505662151036,0.84817193175558,"Polynesia","Anous_stolidus",1
"190","Vanavana",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.45523781379317,1.0878218650641,0.544515464674591,0.429909912510956,0.366845368706608,0.566672933303631,"Polynesia","Anous_stolidus",1
"191","Wailagilala",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.34669972578616,-1.2911014001173,0.864315503282384,-0.386463757238558,0.433149682362687,-1.50297801580061,"Melanesia","Anous_stolidus",1
"192","Wake",1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1.27258798558568,0.291777498856809,0.665442689192774,-2.08981908216484,-1.64509506880275,0.33167287496266,"Micronesia","Anous_stolidus",1
"193","Wotho",1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.234659986057394,-0.234043959753046,-0.41083232401242,-0.527360285006294,-0.783929872405721,-0.100217700372665,"Micronesia","Anous_stolidus",1
"194","Wotje",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.364811324167174,0.0669668868468578,-1.3969622453946,-0.756190666361938,0.61605004093783,0.808896579313787,"Micronesia","Anous_stolidus",1
"195","Abaiang",0.766,0.8875,0.0625,0.0185,0.989,0.187,0.23,0.197,0.0075,0,5e-04,0.001,0.291,0.592,0.001,0.079,0.4975,0.002,0.007,0.0065,0.0715,0,5e-04,0.003,0.0015,0.001,0.009,0.0035,0.057,0.0085,0.015,0.668,0.305,0,0,0.3775,0.2945,-2.76252739598004,0.469393171341991,0.218537196995463,-0.269032435322075,0.0880381964503379,-1.41196106989113,"Micronesia","",NA
"196","Ailinglaplap",0.9075,0.906,0.0025,0.0215,0.9125,0.204,0.097,0.0135,0.002,0.001,0,0.001,0.429,0.671,0.0015,0.0865,0.1085,0.0035,0.0035,0,0.0065,5e-04,0,0.0085,0.002,0,0,0.0035,0.0445,0.0025,0.002,0.162,0.4575,0.013,0.0015,0.439,0.3155,-0.498800925993806,-0.294127145869699,-1.5544739430415,-0.0598921796539252,-0.783456407828551,-0.1844960733849,"Micronesia","",NA
"197","Alphonse",0.62,0.0035,0.457,0.002,0.7,0.264,5e-04,0.2545,0.004,0.045,0.08,0.2,0.395,0.517,0.0305,0.438,0.115,0.0015,0.0015,0.007,0.0055,0.001,0.0215,0.0045,0.0295,0.002,0.0025,0.0015,0.008,5e-04,0.0915,0.3145,0.3295,0.054,0.005,0.081,0.322,-0.687950803929759,-0.0890918083496549,1.37293146895897,0.283050865395639,2.25515582134985,0.229723151533206,"Indian_Ocean","",NA
"198","Amanu",0.944,0.84,0.003,0.116,0.8165,0.558,0.2595,0.0015,5e-04,0.003,0.0025,0.002,0.115,0.1995,0.012,0.1795,0.1935,0.029,0.001,0.0145,0.011,0.021,0.003,0.0105,0.004,0.015,0.011,0.033,0.032,0.057,0.0105,0.2725,0.4455,0.839,0.265,0.7725,0.775,0.43350436509837,1.54629095971978,-1.25476247437566,0.278737337898012,0.370560626728797,0.73274749353563,"Polynesia","",NA
"199","Analtin",0.077,0.0525,0.0035,0,0.4265,0.0045,0.0015,0.0455,0.019,0.004,0,0.002,0.0365,0.0615,0.001,0.013,0.0535,0,0,0.0025,0.004,0,0.001,0.0205,0,0,5e-04,0,0.004,0,0.004,0.2045,0.024,0.0955,0.0085,0.256,0.0305,-0.93333395259918,-0.75086609063203,0.254891445274035,1.87829015719634,1.3058886887244,-0.842458900880909,"Melanesia","",NA
"200","Ari",0.7725,0.019,0.585,0.017,0.7185,0.31,0.0025,0.286,0.003,0.0135,0.111,0.3045,0.5335,0.4765,0.1405,0.5315,0.048,5e-04,0.001,0.004,0.009,0.0055,0.0075,0.0105,0.038,0.003,0.002,0.006,0.041,0,0.1225,0.443,0.42,5e-04,0,0.121,0.3835,-1.25260367740463,-0.224460631477216,-1.54355519264406,-0.776896761170004,0.176435579008112,1.02276697242867,"Indian_Ocean","",NA
"201","Awin",0.126,0.101,0.007,5e-04,0.504,0.0075,5e-04,0.065,0.027,0.008,5e-04,0.0045,0.0575,0.075,0.0015,0.035,0.064,5e-04,0.0015,0.001,0.004,0,0.002,0.029,0,5e-04,5e-04,0,0.006,0,0.0035,0.249,0.038,0.0575,0.006,0.2025,0.0475,-0.860916973952485,-1.13402147437472,1.44612477091184,1.72291226945549,0.979484726299365,-0.510196918688558,"Melanesia","",NA
"202","Baa",0.669,0.0045,0.482,0.0055,0.693,0.2075,0.0015,0.2745,0.0025,0.0225,0.067,0.1965,0.388,0.3855,0.109,0.379,0.0525,5e-04,0.001,0.0025,0.0075,0.003,0.005,0.0105,0.027,0.001,0.0015,0.0025,0.0175,0,0.0945,0.356,0.299,0.002,0.001,0.1,0.2515,-1.16762336024961,-0.0100162251624551,-0.764745852069154,-0.0692195550077613,0.725084842800171,1.38783381137486,"Indian_Ocean","",NA
"203","Beru",0.9775,0.99,0.072,0.1965,0.996,0.696,0.2375,0.263,0.025,0.001,0.009,0.0135,0.827,0.826,0.0015,0.484,0.4,0.0125,0.019,0.0075,0.1045,0.008,0.0055,0.008,0.003,0.0025,0.0275,0.029,0.367,0.05,0.0265,0.7795,0.785,0.0035,0,0.494,0.817,-1.51032071521924,0.76296835072154,1.32335601537042,-0.65967545676486,-0.801225287998549,0.0784402483201197,"Micronesia","",NA
"204","Bramble_Haven",0.4645,0.4495,0.0055,0.001,0.4445,0.0585,5e-04,0.0465,0.03,0.012,0.0025,0.036,0.324,0.22,0.0035,0.1985,0.0615,5e-04,0.001,0.0015,0.0045,0.0015,0.004,0.0155,5e-04,5e-04,0.004,0,0.056,0,0.0025,0.239,0.222,0.102,0.0145,0.299,0.2735,0.0409250371218838,-1.41169044522325,0.231031340416591,0.297083806388946,0.922827388976451,-1.40549103799538,"Melanesia","",NA
"205","Budibudi",0.2245,0.2885,0.006,0,0.5375,0.0175,5e-04,0.076,0.0375,0.0055,0.001,0.0085,0.1275,0.127,0.004,0.0535,0.085,0,0.0025,0.004,0.005,0,5e-04,0.036,0.001,0,0.003,0,0.0265,0,0.007,0.3045,0.0715,0.0155,5e-04,0.2845,0.116,-0.763173501559915,-1.52618659670063,0.310884407595514,0.724714658591555,-0.356490288917815,-1.42251235214632,"Melanesia","",NA
"206","Chetlat",0.9475,0.0825,0.596,0.0565,0.746,0.687,5e-04,0.345,0.0065,0.031,0.3685,0.7155,0.891,0.7275,0.0365,0.8735,0.0995,5e-04,0.0055,0.009,0.017,0.0125,0.072,0.0135,0.0935,0.016,0.016,0.021,0.225,0.0065,0.1205,0.45,0.7795,0.0015,0,0.0805,0.75,-0.291459858009864,-1.31074124200937,1.06609480322603,-1.47627144910798,0.0132480665371421,1.02894263205681,"Indian_Ocean","",NA
"207","Dhaalu",0.7505,0.0115,0.498,0.0075,0.689,0.2825,5e-04,0.263,0.003,0.024,0.117,0.2815,0.5025,0.421,0.0865,0.4745,0.044,0.001,0.001,0.001,0.009,0.0035,0.008,0.012,0.0395,0.0035,0.0025,0.0055,0.0385,0.0025,0.0995,0.3675,0.4205,0.0035,0,0.1005,0.3285,-1.12413628736383,-0.205934645459074,-0.896495966885956,-0.431164270294631,0.899023034209988,1.69176130983133,"Indian_Ocean","",NA
"208","Eauripik",0.982,0.973,0.0025,0.099,0.7905,0.5025,0.0155,0.0115,0.002,0.0055,0.015,0.022,0.8705,0.8075,5e-04,0.463,0.061,0.002,0.0155,0.0015,0.006,0.008,0.003,0.0055,0.0075,0.003,0.001,0.046,0.2055,0.024,5e-04,0.097,0.814,0.047,0.005,0.238,0.6395,0.828123179916007,-1.8669815446644,0.317120616358228,-0.68781860169108,-0.928419631789057,1.37076258109164,"Micronesia","",NA
"209","Ebon",0.899,0.891,0.0025,0.021,0.959,0.1535,0.0785,0.0285,0.002,5e-04,0.0015,0,0.3835,0.635,0.0035,0.0755,0.1365,0.0025,0.005,5e-04,0.0065,0,5e-04,0.0065,0.001,0,0.0015,0.0035,0.042,0.004,0.003,0.2465,0.377,0.0045,0,0.3945,0.2915,-0.826424267377919,-0.190728769165929,-0.331757273041926,0.316558742415751,-1.22296150955524,0.339940893296149,"Micronesia","",NA
"210","Elato",0.8645,0.6945,0.0015,0.0045,0.667,0.1105,0.0085,0.004,0.001,0.0015,0.002,0.002,0.411,0.618,0,0.0925,0.0415,0.002,0.0025,0,5e-04,5e-04,0.0015,0.0025,0.001,0.001,0,0.0035,0.014,0.003,0,0.0285,0.442,0.1565,0.017,0.185,0.196,0.668489237052301,-1.56712155369612,0.115715170108439,0.590204615246524,0.435735102470376,1.06255252267578,"Micronesia","",NA
"211","Faadhippolhu",0.8235,0.0265,0.5185,0.0165,0.645,0.378,0.0015,0.29,0.003,0.0155,0.174,0.4095,0.6375,0.504,0.079,0.612,0.0415,0.001,0,0.0025,0.0125,0.005,0.0075,0.0115,0.0475,0.0045,0.002,0.007,0.06,0.0035,0.0995,0.3965,0.533,0.0035,0,0.0935,0.4725,-1.08116136250494,-0.58139871340145,-1.01615476902724,-0.932924658351133,0.625369059829824,1.69436653120027,"Indian_Ocean","",NA
"212","Faafu",0.7375,0.0095,0.484,0.0065,0.679,0.252,0.0015,0.252,0.001,0.0185,0.1015,0.2585,0.4785,0.44,0.0865,0.446,0.0385,0,0.001,0.0025,0.006,0.006,0.0055,0.013,0.032,0.0015,0.0015,0.005,0.0295,5e-04,0.087,0.346,0.3825,0.0055,0,0.0785,0.314,-1.10099645193314,-0.329225580232349,-0.566013690442208,-0.328133731057245,0.885779983073167,1.65387455417592,"Indian_Ocean","",NA
"213","Faraulep",0.9675,0.9665,0.002,0.056,0.8735,0.4165,0.021,0.0105,0.002,0.0035,0.003,0.007,0.7725,0.8215,0.001,0.344,0.086,0.0035,0.0115,0.002,0.0055,0.0025,0.005,0.013,0.003,0.003,0.002,0.0175,0.12,0.0155,0.001,0.1055,0.7285,0.0485,0.003,0.3315,0.585,0.789217910041707,-1.29021275161584,0.492345128550836,-0.165319595066468,-1.45546161189888,0.737181227712937,"Micronesia","",NA
"214","Felidhu",0.8225,0.018,0.501,0.0135,0.6445,0.346,0,0.256,0.007,0.0195,0.184,0.3985,0.63,0.4895,0.064,0.6115,0.041,0.0015,0.0015,0.0035,0.006,0.0055,0.0075,0.0065,0.05,0.0055,0.005,0.009,0.0555,5e-04,0.0835,0.374,0.5375,0.0035,0,0.0615,0.4285,-1.01774610488401,-0.82132280321294,-0.453164744069356,-0.868678817685015,0.910099017700657,1.76241430475314,"Indian_Ocean","",NA
"215","Gaafaru",0.71,0.0065,0.383,0.0055,0.5715,0.255,0.001,0.185,0.002,0.024,0.1275,0.2995,0.5115,0.4445,0.0275,0.517,0.0415,0,0,0.0015,0.007,0.002,0.007,0.008,0.044,0.0025,0.001,0.0075,0.019,5e-04,0.0655,0.269,0.42,0.0065,0.001,0.033,0.3085,-0.853237009648689,-1.03245835094952,0.690287996086357,-0.263207276671471,1.84773226106595,2.10042594256098,"Indian_Ocean","",NA
"216","Haddhunmathi",0.7345,0.013,0.53,0.007,0.684,0.2555,0.0015,0.2785,0.004,0.019,0.0945,0.2535,0.4635,0.413,0.1435,0.438,0.0355,0.0025,0,0.001,0.009,0.0035,0.004,0.0155,0.034,0.003,0.0025,0.0035,0.037,0.001,0.1015,0.3605,0.371,0.001,0,0.1175,0.321,-1.16949290158051,-0.101774609457492,-1.33330538182537,-0.352994212642024,0.0578997080422634,1.69968730642251,"Indian_Ocean","",NA
"217","Hikueru",0.936,0.864,0.0025,0.1035,0.8905,0.543,0.191,0.0025,0.0025,0.0035,0,0.0025,0.084,0.1975,0.0065,0.149,0.305,0.016,0.0035,0.011,0.0125,0.011,0.004,0.0055,0,0.0145,0.018,0.019,0.04,0.042,0.017,0.3685,0.361,0.6265,0.065,0.699,0.76,0.0781590956780209,1.15390176533078,-0.254000114976358,0.209661900878018,0.246416456302877,0.134820269895725,"Polynesia","",NA
"218","Hiti",0.7205,0.5175,0.001,0.0215,0.8485,0.264,0.093,0.001,5e-04,0.0025,0,0.001,0.029,0.1515,0.0035,0.0435,0.3965,0.018,0.002,0.016,0.011,0.001,0.0015,0.001,0.001,0.006,0.011,0.007,0.0045,0.016,0.0195,0.254,0.168,0.701,0.142,0.5685,0.474,-0.115689575807629,0.964474273994776,0.698362873491854,0.852376375448438,1.65583579880228,-0.643527972714659,"Polynesia","",NA
"219","Huvadhu",0.7605,0.016,0.561,0.0145,0.734,0.3135,0.0075,0.3215,0.006,0.021,0.1035,0.2705,0.497,0.4625,0.2325,0.457,0.047,0.002,5e-04,0.004,0.0105,0.005,0.0045,0.0325,0.034,0.002,0.0055,0.006,0.055,0.0025,0.147,0.44,0.3835,0.002,0,0.2095,0.3775,-1.15862747157833,0.26122258146269,-2.08367815606146,-0.46753005399008,-0.744895980460063,1.28128685952256,"Indian_Ocean","",NA
"220","Ifalik",0.9675,0.9375,0.0015,0.0435,0.8075,0.327,0.016,0.003,0.001,0.002,0.0045,0.0075,0.739,0.7675,0.0015,0.2655,0.0735,0.002,0.0075,5e-04,0.003,0.001,0.001,0.005,0.002,0.0015,0.0015,0.013,0.1145,0.0115,0,0.0735,0.6675,0.051,0.0035,0.278,0.4795,0.727123611972069,-1.57216016078866,-0.0865500331895141,-0.254671595650296,-1.03135434989114,0.781456653975548,"Micronesia","",NA
"221","Ihavandhippolu",0.853,0.026,0.494,0.016,0.641,0.3935,0.001,0.233,0.002,0.0185,0.186,0.446,0.655,0.5155,0.073,0.6465,0.0345,0.0015,0.001,0.006,0.008,0.0055,0.009,0.0095,0.053,0.007,0.005,0.0095,0.0615,0.0025,0.0895,0.3685,0.551,0.0025,0,0.085,0.464,-0.881323153622588,-0.679809106118787,-0.77430146865957,-0.924217135399933,0.87014190662994,1.77266802631185,"Indian_Ocean","",NA
"222","Kalpeni",0.9145,0.059,0.644,0.0405,0.748,0.577,0.0015,0.3355,0.006,0.0245,0.28,0.6155,0.795,0.6585,0.067,0.7925,0.077,5e-04,0.003,0.004,0.011,0.01,0.029,0.0155,0.0675,0.0035,0.0105,0.018,0.162,0.004,0.1425,0.5065,0.6635,0.0015,0,0.082,0.647,-0.69183875306292,-1.01538732580525,0.210754419268835,-1.27338498763681,-0.420602889755764,1.36751364647375,"Indian_Ocean","",NA
"223","Katiu",0.794,0.675,0.001,0.0415,0.8875,0.3005,0.1925,0.0025,5e-04,5e-04,0,5e-04,0.0185,0.1285,0.011,0.059,0.339,0.0105,0.0015,0.0085,0.0105,0.005,0.004,0.0025,0,0.0025,0.0095,0.006,0.0115,0.0165,0.012,0.309,0.168,0.4835,0.034,0.6765,0.5215,-0.425042009751413,1.13441445643105,-0.586729495342198,0.464605753272897,0.672951603880605,-0.532245697074195,"Polynesia","",NA
"224","Kiltan",0.9205,0.0565,0.5825,0.04,0.74,0.605,5e-04,0.309,0.009,0.0335,0.3135,0.635,0.8345,0.689,0.04,0.8315,0.079,0.001,0.004,0.005,0.0095,0.009,0.0395,0.01,0.074,0.009,0.01,0.016,0.158,0.005,0.1125,0.462,0.719,0.0015,5e-04,0.0635,0.676,-0.476107119448096,-1.19719797241914,1.09014201864718,-1.23767842960946,0.363550705138722,1.23430981655459,"Indian_Ocean","",NA
"225","Kolhumadulu",0.7645,0.0165,0.47,0.0085,0.6525,0.269,5e-04,0.248,0.0025,0.0225,0.12,0.2955,0.5225,0.448,0.0915,0.4835,0.032,0.0015,0.0015,5e-04,0.0055,0.006,0.0065,0.0155,0.04,0.005,0.0035,0.007,0.035,0.0015,0.092,0.3545,0.4275,0.001,0,0.078,0.35,-1.01590506898677,-0.32067834279156,-0.954709989521606,-0.427813458703402,0.598163100757062,1.90407721114049,"Indian_Ocean","",NA
"226","Kuop",0.4325,0.2675,0,0.001,0.4765,0.0295,0.01,0.004,5e-04,0.004,5e-04,0,0.1065,0.5365,5e-04,0.0115,0.1155,0.0035,0.0025,0.001,0,5e-04,5e-04,5e-04,0,5e-04,5e-04,0.001,0.0025,5e-04,5e-04,0.0145,0.107,0.321,0.0755,0.2365,0.0515,0.971031210684092,-1.86991573340385,0.101483911876121,1.59305539428168,0.0408677257040808,-1.43454029861018,"Micronesia","",NA
"227","Lamotrek",0.9515,0.8715,0,0.0155,0.768,0.2365,0.014,0.004,5e-04,0.003,0.0035,0.006,0.6325,0.7115,5e-04,0.1785,0.038,0.0035,0.003,5e-04,0.001,5e-04,5e-04,0.001,5e-04,5e-04,0,0.0085,0.047,0.0055,0.001,0.044,0.637,0.102,0.009,0.227,0.375,0.582950449259484,-1.38967332360948,-0.304465439817632,-0.0307730816516728,0.376883570593174,0.881837039149503,"Micronesia","",NA
"228","Laualau",0.0755,0.0435,0.0045,0,0.436,0.005,0,0.0595,0.02,0.0045,0,0.0025,0.0335,0.063,0.003,0.0155,0.0505,0.001,0,0.0015,0.0015,0,0.0015,0.0255,0,5e-04,0,0,0.002,0,0.002,0.189,0.0245,0.117,0.0185,0.2435,0.0285,-0.834047799972362,-0.862464671767628,0.784129075110213,2.06499033970935,1.34297587470246,-0.648539640242972,"Melanesia","",NA
"229","Lib",0.97,0.9625,0.003,0.071,0.9285,0.4745,0.0245,0.0205,0.004,0.005,0.0115,0.0125,0.8035,0.8535,0,0.3575,0.161,0.0075,0.019,0.0035,0.0085,0.004,0.0095,0.009,0.0035,0.004,0.004,0.0195,0.146,0.021,0.002,0.1625,0.7675,0.0515,0.0025,0.3295,0.642,0.578505670445256,-0.988853156006282,1.11312410499575,-0.179417801342776,-0.940733303324125,0.293676718572747,"Micronesia","",NA
"230","Liot",0.11,0.085,0.006,5e-04,0.499,0.006,0,0.0685,0.0255,0.007,0,0.004,0.0465,0.0795,5e-04,0.024,0.05,0.002,0,5e-04,0.0045,0,5e-04,0.048,5e-04,0,0,0,0.0055,0,0.007,0.2565,0.037,0.0345,0.0035,0.1965,0.043,-0.927944071634838,-1.15145961441541,1.42989660868689,1.89506285789377,0.434270487099894,-0.0959729189831027,"Melanesia","",NA
"231","Long_Reef",0.489,0.5,0.0055,0.0025,0.4535,0.066,0.0015,0.048,0.0435,0.009,0.006,0.05,0.3655,0.2385,0.0015,0.215,0.068,0,0.0015,0.0035,0.003,5e-04,0.0055,0.0075,0.001,5e-04,0.0085,0,0.0755,5e-04,0.004,0.2785,0.232,0.0755,0.0115,0.353,0.3185,-0.0850065479855536,-1.34520987693882,-0.472432905778292,-0.0363431390075692,0.889761067736086,-1.7688596258541,"Melanesia","",NA
"232","Maalhosmadulu",0.7045,0.011,0.479,0.005,0.659,0.238,0.001,0.252,0.002,0.0065,0.0955,0.244,0.4565,0.4175,0.0955,0.4075,0.0335,5e-04,5e-04,0.001,0.0075,0.004,0.0035,0.0075,0.0315,0.003,0.0025,0.003,0.0315,0.002,0.093,0.3415,0.3735,0.0045,0,0.12,0.298,-1.22709213772312,-0.0688850923965545,-1.44321644740122,-0.408810195702205,0.965541858295026,1.4724510013599,"Indian_Ocean","",NA
"233","Makemo",0.8005,0.7725,0.0025,0.065,0.897,0.3345,0.3515,0.0015,0.002,0.002,0,0.0025,0.027,0.128,0.0165,0.07,0.334,0.01,0.001,0.0095,0.015,0.0055,0.001,0.005,0.001,0.0085,0.016,0.0085,0.015,0.0275,0.0215,0.373,0.2065,0.371,0.025,0.776,0.574,-0.61440816876807,1.37205865406926,-1.48196072156511,0.200427765856881,0.13054080805841,-0.621266378081032,"Polynesia","",NA
"234","Makunudhoo",0.8075,0.015,0.484,0.011,0.681,0.337,5e-04,0.2625,0.003,0.032,0.126,0.3665,0.6095,0.4905,0.048,0.597,0.045,5e-04,0.002,0.005,0.007,0.005,0.011,0.0085,0.0425,0.006,0.0035,0.0065,0.042,0.0015,0.1025,0.35,0.4705,0.005,0,0.06,0.419,-0.73878344211216,-0.527816140748684,0.352136000797471,-0.342543139690024,0.830545825235886,1.92044627632148,"Indian_Ocean","",NA
"235","Male",0.77,0.0215,0.547,0.016,0.663,0.3055,0.0015,0.3125,0.0025,0.0155,0.143,0.3485,0.55,0.4365,0.128,0.5165,0.039,0,5e-04,0.0045,0.0095,0.007,0.004,0.008,0.0535,0.0025,5e-04,0.009,0.0565,0.004,0.1175,0.412,0.454,0.001,0,0.1105,0.367,-1.44355479072009,-0.452363703409781,-1.70472410282282,-0.946202720960327,0.416052296735078,1.68087853555442,"Indian_Ocean","",NA
"236","Maloelap",0.97,0.9635,0.0025,0.0595,0.9325,0.4105,0.1085,0.0235,0.0055,5e-04,0.007,0.0075,0.709,0.7595,0.0025,0.242,0.101,0.0025,0.004,0.0015,0.007,0.002,5e-04,0.0045,5e-04,0.0015,0.0015,0.011,0.1415,0.017,0.001,0.207,0.7045,0.0135,0.0015,0.444,0.597,-0.391439740835395,-0.125600534006856,-1.49403707589445,-0.594854434501763,-0.260820575914157,0.262087714253133,"Micronesia","",NA
"237","Malum",0.254,0.176,0.006,0.001,0.494,0.0165,0,0.061,0.0125,0.002,0.0015,0.017,0.1375,0.078,0,0.069,0.0315,0,0.001,0.0015,0.007,5e-04,0,0.02,5e-04,0.001,0.002,0,0.016,0,0.0045,0.2595,0.1,0.032,5e-04,0.164,0.0845,-1.20870593008595,-1.25446246257065,0.540910908209298,0.950660005970238,2.02023324280069,0.437766284811742,"Melanesia","",NA
