"","nppv","chl","phyc","temp","velo","atoll","lat","long","Anous_stolidus","Anous_minutus","Anous_tenuirostris","Anous_ceruleus","Gygis_alba","Onychoprion_fuscatus","Onychoprion_lunatus","Onychoprion_anaethetus","Sternula_nereis","Sternula_saundersi","Hydroprogne_caspia","Sterna_dougallii","Sterna_sumatrana","Thalasseus_bergii","Thalasseus_bengalensis","Phaethon_lepturus","Phaethon_rubricauda","Phoebastria_immutabilis","Phoebastria_nigripes","Phoebastria_albatrus","Nesofregetta_fuliginosa","Hydrobates_tristrami","Pterodroma_neglecta","Pterodroma_heraldica","Pterodroma_ultima","Pterodroma_hypoleuca","Pterodroma_alba","Bulweria_bulwerii","Ardenna_pacifica","Puffinus_nativitatis","Puffinus_bailloni","Fregata_ariel","Fregata_minor","Sula_dactylatra","Sula_granti","Sula_leucogaster","Sula_sula"
"52",0.329455340714001,0.0534822466961889,0.633903667795011,3.2381926794263,0.0630566629035861,"Ducie",-24.67406,235.22267,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1
"53",1.2141580348322,0.0821443124338991,0.768826114125651,3.41132178884645,0.103631750289954,"Eauripik",6.6899,143.0416,0.82186875,0.7879875,0.00815,0.738425,0.02211875,0.00163125,0.016575,0.00259375,0.00131875,0.0014125,0.41240625,0.50529375,0.00155,0.00314375,0.03839375,0.00200625,0.03511875,0.13391875,0.24946875,0.0100625,0.00959375,0.01083125,0.06083125,0.36534375,0.00716875,0.00284375,0.35620625,0.01405,0.06921875,0.0977,0.00285625,0.0009125,0.0008375,0.0029,0.00555625,0.0225875,0.0069625
"54",1.96909728581865,0.131560540629995,0.813188746950537,3.40800944508847,0.0835694040119602,"Ebon",4.634,168.7192,0.90265,0.8807625,0.029025,0.8036,0.00360625,0.00298125,0.00706875,0.00360625,0.0009625,0.0038625,0.3729125,0.21613125,0.00059375,0.0033875,0.02165625,0.00245625,0.00450625,0.0160375,0.08583125,0.00075,0.0066875,0.01489375,0.01769375,0.212625,0.0014,0.00085625,0.66941875,0.004525,0.159725,0.164625,0.00086875,0.001325,0.00039375,0.00340625,0.00585625,0.00313125,0.0029875
"55",1.65571609660809,0.111426527484877,0.825059377015062,3.38107784018535,0.0714254522810311,"Egmont",-6.6586,71.3523,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"56",2.20391251895763,0.150700534013817,0.870343443558446,3.38733438490174,0.0843397302903855,"Egum",-9.41,151.94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",1.17739049511889,0.0804608523336304,0.772876513545301,3.40903257080951,0.0796426289753948,"Elato",7.4406,146.1477,0.83823125,0.80016875,0.008375,0.7378125,0.0133375,0.00165,0.0089875,0.00325625,0.00038125,0.0009375,0.360425,0.2830875,0.00043125,0.00236875,0.01951875,0.00175,0.0094375,0.03905625,0.1372875,0.00226875,0.01028125,0.01004375,0.0574625,0.162125,0.01194375,0.003925,0.24074375,0.0043625,0.07739375,0.0672875,0.00065625,0.00043125,0.00074375,0.00205,0.0039125,0.00595625,0.00319375
"58",2.16460830059704,0.151204762094686,0.873175876575425,3.39414187966745,0.0490155782764835,"Enderbury",-3.1263,188.9135,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
"59",1.33465676805447,0.0901540181184718,0.795033841822503,3.38521720382195,0.0472423357742344,"Eniwetok",11.4205556,162.3405556,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
"60",1.61568038222805,0.103936632614725,0.798451953938303,3.38770842431565,0.0916224358199547,"Erikub",9.142,170.0205,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
"61",1.29598690432866,0.085506715771921,0.764666353178154,3.41482477642903,0.071619775621749,"Etal",5.5680556,153.5861111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
