"","longitude","latitude","precip_anom","atoll","lat","long"
"40",173.75,3.75,2.93999993428588,"Butaritari",3.152,172.8311
"41",71.25,11.25,-0.859999980777502,"Byramgore",11.8942,71.8011
"42",208.75,-8.75,2.6999999396503,"Caroline",-9.9594389,-150.2053785
"43",71.25,11.25,-0.859999980777502,"Cherbaniani",12.3498,71.9068
"44",158.75,-18.75,-1.61999996379018,"Chesterfield",-19.2865,158.6077
"45",73.75,11.25,-0.61999998614192,"Chetlat",11.6935,72.7078
"46",251.25,11.25,-1.27999997138977,"Clipperton",10.3036471,-109.2163215
"47",96.25,-11.25,-1.8399999588728,"Cocos",-12.141876,96.8677068
"48",151.25,-11.25,-2.12999995239079,"Conflict",-10.7804,151.798
"49",48.75,-8.75,1.12999997474253,"Cosmoledo",-9.71667,47.58333
"50",73.75,3.75,0.749999983236194,"Dhaalu",2.8372,72.934
"51",71.25,-6.25,0.0199999995529652,"Diego_Garcia",-7.3383584,72.4718155
"52",236.25,-23.75,1.25999997183681,"Ducie",-24.67406,-124.77733
"53",143.75,6.25,-3.43999992311001,"Eauripik",6.6899,143.0416
"54",168.75,3.75,1.15999997407198,"Ebon",4.634,168.7192
"55",71.25,-6.25,0.0199999995529652,"Egmont",-6.6586,71.3523
"56",151.25,-8.75,-3.4999999217689,"Egum",-9.41,151.94
"57",146.25,6.25,-3.11999993026257,"Elato",7.4406,146.1477
"58",188.75,-3.75,6.07999986410141,"Enderbury",-3.1263,-171.0865
"59",161.25,11.25,0.939999978989363,"Eniwetok",11.4205556,162.3405556
"60",171.25,8.75,0.169999996200204,"Erikub",9.142,170.0205
"61",153.75,6.25,-2.4099999461323,"Etal",5.5680556,153.5861111
"62",41.25,-21.25,-0.329999992623925,"Europa",-22.3698,40.3699
"63",73.75,6.25,0.319999992847443,"Faadhippolhu",5.3905,73.52
"64",73.75,3.75,0.749999983236194,"Faafu",3.1951,72.9295
"65",213.75,-16.25,0.61999998614192,"Faaite",-16.7506,-145.2421
"66",218.75,-16.25,1.07999997586012,"Fakahina",-15.9851,-140.1331
