atoll,species,mean,lower,upper
Nikunau,Gygis_alba,1712.557472686564,27.348965200069998,6932.973420227774
Nikunau,Thalasseus_bergii,378.6179162883752,4.407193617392382,1536.5980992073219
Nomwin,Anous_stolidus,1015.1211016536918,15.020995666920372,4065.2471504935343
Nomwin,Anous_minutus,5378.758693677249,89.89030612340625,22092.052734052813
Nomwin,Gygis_alba,614.3318286438105,10.900019085608877,2382.5428301966804
Nui,Anous_stolidus,2247.9148825604707,43.93290132188349,8769.08480527289
Nui,Gygis_alba,939.3441757406956,18.932514790487588,3725.934014456446
Nukufetau,Anous_stolidus,2216.379348325216,43.86814276733701,8186.966789297227
Nukufetau,Gygis_alba,1043.6606514250784,21.664867313397593,3995.211527123341
Olimarao,Anous_stolidus,1198.177968293835,19.89687565122551,4594.072208724782
Olimarao,Anous_minutus,4508.9716007953975,70.42228276552098,16429.588501435715
Olimarao,Gygis_alba,424.4979629356326,7.405691524764985,1662.1137321405408
Pulap,Anous_stolidus,1051.5939558287619,18.835214455712524,4299.209843100594
Pulap,Anous_minutus,5454.2527730913625,87.11182891808578,20141.000986104613
Pulap,Gygis_alba,506.839830373264,9.132837903824862,2033.545401667145
Pulusuk,Anous_stolidus,1064.8394937490946,17.91479573765881,4410.205899507796
Pulusuk,Anous_minutus,4928.13530361599,72.79602228630277,19047.67873381687
Pulusuk,Gygis_alba,499.20521487431006,7.86245346670931,1755.9309934063433
Puluwat,Anous_stolidus,889.3815355670018,15.562618393526702,3329.8738245024024
Puluwat,Anous_minutus,3295.881942234376,64.45010481884374,12800.41332135
Puluwat,Gygis_alba,581.880321591637,10.51752473454806,2311.821906090347
Ravahere,Anous_stolidus,1434.079477417005,26.403817533019488,5607.395598309543
Ravahere,Anous_minutus,1166.292513652179,22.310044293599507,4301.824489082865
Ravahere,Gygis_alba,1656.3656937260357,30.086859463506272,6038.628041789479
Rekareka,Anous_stolidus,1926.558878646386,40.32348713049234,7416.550855802918
Rekareka,Anous_minutus,1170.8202047642478,22.325260724788375,4141.679475299486
Rekareka,Gygis_alba,1325.7328143970115,29.986583348858428,5049.884026639435
Rekareka,Sula_sula,1069.220023488318,21.82041191058797,4061.1876204710925
Taenga,Anous_stolidus,2592.6498614383963,50.54090463846277,9132.434488201177
Taenga,Anous_minutus,2223.3563325316663,43.38314376316922,8470.0316873836
Taenga,Gygis_alba,2201.1578321202924,39.94448660550612,8134.782832561341
Tauere,Anous_stolidus,2585.2817373753114,52.92866945584173,10004.382888584863
Tauere,Anous_minutus,1227.216241862431,27.06503846805961,4753.57330097438
Tauere,Gygis_alba,1750.2373854785242,37.06503721695712,6539.204151824256
Tauere,Sula_sula,1484.6343627080494,30.926297544449678,5487.397629244666
Tenaruga,Anous_stolidus,1013.7737779396905,16.66063842008244,3853.3462787926414
Tenaruga,Gygis_alba,1364.770805160275,24.543535077377673,5099.700312624682
Tepoto,Anous_stolidus,786.513632013756,14.618577486282728,2957.4729094600625
Tepoto,Gygis_alba,620.3921901266762,11.845132096986145,2328.1150728195807
Tuanake,Anous_stolidus,1120.17492152201,20.358080062079754,4358.256763409286
Tuanake,Gygis_alba,1170.6113364202356,22.296539732173063,4480.246062847047
Vahitahi,Anous_stolidus,3230.210032536363,69.75965611494019,12185.526781602926
Vahitahi,Anous_minutus,1357.0023324859296,28.262929062834782,5151.557701651253
Vahitahi,Gygis_alba,2306.228341113695,47.780633926631666,8342.281554619489
Vahitahi,Sula_sula,2058.6733834873426,42.26461404665745,7794.936819448332
West_Fayu,Anous_stolidus,1656.8193867777345,29.146658165450322,6159.886943392534
West_Fayu,Anous_minutus,5910.778133198221,93.82715799038222,22709.77677836495
West_Fayu,Gygis_alba,550.1905657071804,8.560670051017103,2039.2878988538841
West_Fayu,Thalasseus_bergii,1510.8599253820078,19.613366979455087,5446.929838109185
Woleai,Anous_stolidus,3133.171634526967,49.606667385812486,11369.825941375708
Woleai,Anous_minutus,8068.876753573298,126.43141796032711,32107.63626748417
Woleai,Gygis_alba,908.5102882420225,14.906928093503936,3599.740092858359
