atoll,region,species,mean,lower005,upper095
Redlick,Melanesia,Phoebastria_immutabilis,0.004962994300218432,1.968712813980473e-5,0.02039446708398647
Redlick,Melanesia,Phoebastria_nigripes,0.007438337637037887,6.771277795888647e-5,0.031269932676454316
Redlick,Melanesia,Phoebastria_albatrus,0.018603297657314194,6.545982845179328e-5,0.08725009889019596
Redlick,Melanesia,Nesofregetta_fuliginosa,0.004870283435446916,2.408145964107571e-5,0.02125830788649799
Redlick,Melanesia,Hydrobates_tristrami,0.001159056018841877,5.015223657680423e-6,0.004988759797787109
Redlick,Melanesia,Pterodroma_neglecta,0.007491176932986241,5.852914905691933e-5,0.03297158089479218
Redlick,Melanesia,Pterodroma_heraldica,0.01625799377121426,0.0005705241866887228,0.06204702789058489
Redlick,Melanesia,Pterodroma_ultima,0.0034262335810986335,1.0264021565414067e-5,0.014077959504953613
Redlick,Melanesia,Pterodroma_hypoleuca,0.0007382525401575395,4.440713800874971e-6,0.003175196385131768
Redlick,Melanesia,Pterodroma_alba,0.0036186551492297346,2.4958876807760756e-5,0.01546695789226356
Redlick,Melanesia,Bulweria_bulwerii,0.0014827240164583936,2.7226779073404202e-6,0.005724624491348839
Redlick,Melanesia,Ardenna_pacifica,0.02258660412964323,0.0022886326507491547,0.07042257866053266
Redlick,Melanesia,Puffinus_nativitatis,0.0002977299023028896,2.0254439977927584e-6,0.0012529347858449072
Redlick,Melanesia,Puffinus_bailloni,0.0046551200214307795,2.7282647440515453e-5,0.020336955668402098
Redlick,Melanesia,Fregata_ariel,0.1327305280206803,0.004827321731494113,0.48816832481532146
Redlick,Melanesia,Fregata_minor,0.05283844552242294,0.00226874971618248,0.1978985829023612
Redlick,Melanesia,Sula_dactylatra,0.15810415620034,0.004463659893826671,0.5850077130302219
Redlick,Melanesia,Sula_granti,0.0517945091560932,0.0002559704458570271,0.2543628194048443
Redlick,Melanesia,Sula_leucogaster,0.3254068182691748,0.03872195787342504,0.7737267309040199
Redlick,Melanesia,Sula_sula,0.06309020849686987,0.003923872704539233,0.2216875433590632
Rekareka,Polynesia,Anous_stolidus,0.9642006449447914,0.8827472696465746,0.9968396011569514
Rekareka,Polynesia,Anous_minutus,0.9218610066540462,0.8020049897837234,0.9838504096170579
Rekareka,Polynesia,Anous_tenuirostris,0.013154163813976202,0.00020778097736207963,0.05295951834844561
Rekareka,Polynesia,Anous_ceruleus,0.22459090914707835,0.05668656326559305,0.4936404054683445
Rekareka,Polynesia,Gygis_alba,0.9225296928813168,0.7657101888263774,0.9913142045696134
Rekareka,Polynesia,Onychoprion_fuscatus,0.6405858469451635,0.34202814241310114,0.8858174872723112
Rekareka,Polynesia,Onychoprion_lunatus,0.13820179745207267,0.03485515551411783,0.32073049693845657
Rekareka,Polynesia,Onychoprion_anaethetus,0.015189964369800125,0.000269083897331592,0.06145435323991235
Rekareka,Polynesia,Sternula_nereis,0.010799098981597253,0.0002246500517033433,0.0423035496530936
Rekareka,Polynesia,Sternula_saundersi,0.016805548793786672,0.0002450185597203758,0.07127254854065165
Rekareka,Polynesia,Hydroprogne_caspia,0.006695987412431468,0.0001484605301383079,0.02605156478504545
Rekareka,Polynesia,Sterna_dougallii,0.008783015142178193,0.00020633563301144278,0.034003830284631144
Rekareka,Polynesia,Sterna_sumatrana,0.1454812285900012,0.02821300404775152,0.36817883218095504
Rekareka,Polynesia,Thalasseus_bergii,0.2933942434903296,0.06464895006997479,0.6345945325161204
Rekareka,Polynesia,Thalasseus_bengalensis,0.006610696697895922,0.00010138760404671171,0.02678958959858874
Rekareka,Polynesia,Phaethon_lepturus,0.22869330709810992,0.05694884760062423,0.5105259076649634
Rekareka,Polynesia,Phaethon_rubricauda,0.3868387519708588,0.1765678206421125,0.6271796486408069
Rekareka,Polynesia,Phoebastria_immutabilis,0.02703478374152171,0.002363404358184627,0.08917844474357105
Rekareka,Polynesia,Phoebastria_nigripes,0.01458067040597637,0.001989684115662347,0.04231645526854562
Rekareka,Polynesia,Phoebastria_albatrus,0.021363584219737823,0.001426438407572666,0.07464249868400782
Rekareka,Polynesia,Nesofregetta_fuliginosa,0.02321625668089513,0.003341678287379405,0.06284497607671984
Rekareka,Polynesia,Hydrobates_tristrami,0.03105480280223587,0.0060534313855318865,0.07640840768274398
Rekareka,Polynesia,Pterodroma_neglecta,0.022550240071965516,0.001256028432944974,0.07934924921595199
Rekareka,Polynesia,Pterodroma_heraldica,0.014502641484555918,0.0014825121602955126,0.04497680141710094
Rekareka,Polynesia,Pterodroma_ultima,0.014258697324008262,0.00041253943354401516,0.05623090688046506
Rekareka,Polynesia,Pterodroma_hypoleuca,0.030916427477373293,0.006948424254350725,0.07309491761905659
Rekareka,Polynesia,Pterodroma_alba,0.041246958837604084,0.005977202412535381,0.11739194794440307
Rekareka,Polynesia,Bulweria_bulwerii,0.07192459059100977,0.005799662652970706,0.2398409736952749
Rekareka,Polynesia,Ardenna_pacifica,0.0800920318397565,0.031847218141171973,0.14860715356589158
Rekareka,Polynesia,Puffinus_nativitatis,0.07244561574669094,0.02549424072346583,0.1428550630818255
Rekareka,Polynesia,Puffinus_bailloni,0.03185634560549689,0.00606246815966978,0.07847362166454674
Rekareka,Polynesia,Fregata_ariel,0.5027085341605876,0.15133119417024965,0.865978383403183
Rekareka,Polynesia,Fregata_minor,0.5240150765358018,0.21963491703416477,0.8189274947460776
Rekareka,Polynesia,Sula_dactylatra,0.8141626784170085,0.48248236793203797,0.9816381840199819
Rekareka,Polynesia,Sula_granti,0.19403595988818614,0.010031787057301855,0.6379652066829028
Rekareka,Polynesia,Sula_leucogaster,0.6779417325726483,0.3526469322185861,0.9142445079731902
Rekareka,Polynesia,Sula_sula,0.7967777059438649,0.5588993777907452,0.9476222293310772
Ringgold,Melanesia,Anous_stolidus,0.5441674972855148,0.09740659516680292,0.9300009936749136
Ringgold,Melanesia,Anous_minutus,0.49327767969399766,0.14523108575681912,0.8486710138148768
Ringgold,Melanesia,Anous_tenuirostris,0.006538665583228493,3.259174414264983e-5,0.028412569625045243
Ringgold,Melanesia,Anous_ceruleus,0.009412993471529532,0.0001003339251251567,0.03875998005014441
Ringgold,Melanesia,Gygis_alba,0.2882595731743479,0.034963544934100935,0.700625873218203
Ringgold,Melanesia,Onychoprion_fuscatus,0.05027446177899376,0.003964042532207443,0.16907398177164557
Ringgold,Melanesia,Onychoprion_lunatus,0.0027582773271319656,2.8725365484407618e-5,0.011329911248686047
Ringgold,Melanesia,Onychoprion_anaethetus,0.024199048134537073,0.0007533035078526173,0.09524325661757264
Ringgold,Melanesia,Sternula_nereis,0.06330570037918444,0.002983076604406465,0.23341281444436157
Ringgold,Melanesia,Sternula_saundersi,0.042716430829541296,0.00031080010881033907,0.19883462162588372
Ringgold,Melanesia,Hydroprogne_caspia,0.008929090995885753,6.040128679286383e-5,0.03859680495225862
Ringgold,Melanesia,Sterna_dougallii,0.0542046342637144,0.0024104498096808977,0.20196468593438913
Ringgold,Melanesia,Sterna_sumatrana,0.3994959469250483,0.07778575505952111,0.8036571406122899
Ringgold,Melanesia,Thalasseus_bergii,0.3547150144123017,0.06296431301862314,0.7635000054187806
Ringgold,Melanesia,Thalasseus_bengalensis,0.007532942581726059,0.00010502351658440072,0.03112557416868439
Ringgold,Melanesia,Phaethon_lepturus,0.2421399449243781,0.03437372312658294,0.6064468040847816
Ringgold,Melanesia,Phaethon_rubricauda,0.08377101968165172,0.008883229629459713,0.25666937796152445
Ringgold,Melanesia,Phoebastria_immutabilis,0.009372742953555453,5.9493833039811565e-5,0.040304928403884714
Ringgold,Melanesia,Phoebastria_nigripes,0.017012858453932442,0.0001990090825406977,0.07396523428063774
Ringgold,Melanesia,Phoebastria_albatrus,0.023423023094141935,0.00014323585818860524,0.10598011473513338
Ringgold,Melanesia,Nesofregetta_fuliginosa,0.005130530489132032,4.06826968689227e-5,0.021588372358416222
Ringgold,Melanesia,Hydrobates_tristrami,0.005052238901673807,4.256412497050805e-5,0.021669814528456077
